stop_id,stop_name,stop_lat,stop_lon
136,McKee Road,53.394380201391705,-6.28985659650005
137,Clancy Avenue,53.392316719632596,-6.29263079481428
138,St Canice's BNS,53.3899950092694,-6.29180657264737
141,Willow Park Road,53.390445085094,-6.2780912446871
142,Glasnevin Park,53.3901982852644,-6.2740717219552895
143,Willow Park Avenue,53.3898767084074,-6.269243369980151
146,Na Fianna GAA Club,53.3750401276344,-6.26509558567463
147,Tolka Bridge,53.372480226240995,-6.265830862123599
148,Mobhi Road,53.3706701663492,-6.268068507058199
149,Tolka Bridge,53.3731385872581,-6.26598446613774
150,Na Fianna GAA Club,53.375658846188706,-6.264995283028179
151,Botanic Gardens,53.3719552600216,-6.2692938277115
153,Met Eireann,53.375688505625895,-6.270134439462909
154,St Brigid's School,53.3772589962536,-6.27555703718647
155,Old Finglas Road,53.377874249289206,-6.2795755271756795
156,Tolka Estate,53.3786233900883,-6.28166473909488
157,Glasilawn Road,53.3804116224189,-6.28163782517761
158,Griffith Road,53.3814819498312,-6.283563954050339
159,Griffith Parade,53.382783719159605,-6.28283511246103
164,Beneavin Road,53.3884303639479,-6.28048792293041
165,Beneavin Park,53.3890348746741,-6.28377124881093
166,Beneavin School,53.3895835973705,-6.2863051485736
167,Beneavin Road,53.390186602137796,-6.28698758531702
168,Beneavin Park,53.3892599668895,-6.284423734694379
169,Beneavin Court,53.38843393467171,-6.280111909958491
173,Glasnamana Place,53.3821216123005,-6.28054674839464
174,Tolka Estate,53.3806803549497,-6.28095056210767
175,Northland Grove,53.37842425373321,-6.2815675389551
176,Old Finglas Road,53.37803204197579,-6.279298606078041
177,Ballygall Rd East,53.3804683765696,-6.276224035153789
178,Fitzmaurice Road,53.381890263171606,-6.27634698261821
179,Ballygall Rd East,53.3803034312785,-6.27600521980129
181,Cremore Avenue,53.3771498433788,-6.2742237068618705
182,Met Eireann,53.375656766824505,-6.2698050597086
183,Botanic Gardens,53.3723159291239,-6.268753184860341
184,Botanic Road,53.369703681984994,-6.268979354499249
185,St Teresa's Place,53.3681009359885,-6.27002113927779
186,Lindsay Grove,53.3653553426373,-6.27158997755113
187,Phibsborough Road,53.3627342523627,-6.2724473653382695
188,North Circular Road,53.3601206877577,-6.272583149150059
189,Fire Station,53.3571674394906,-6.27346881555335
190,Broadstone,53.355125730416795,-6.2733710740057
191,Western Way,53.355017948577796,-6.26903378050287
192,Mountjoy Street,53.3563972112382,-6.2680764696391
193,Finglas Park,53.391196305981,-6.2941040348739
194,Western Way,53.355040649554205,-6.2699793110377
195,Broadstone,53.355011777879,-6.27357097973092
196,Fire Station,53.356883899293,-6.27375070406949
197,Monck Place,53.358952631614294,-6.273231373511679
198,Phibsborough SC,53.361625382881,-6.272837810416559
199,Munster Street,53.3636218115005,-6.2722912462251506
200,Prospect Way,53.3674226926335,-6.271596443937969
201,Botanic Road,53.3682910986623,-6.270118626910759
202,Fairfield Road,53.3700800875522,-6.26890397753371
203,Whitehall College,53.3763927937161,-6.25001002810668
204,Highfield Hospital,53.3795883575696,-6.246662192737559
205,Iveragh Road,53.38137532693979,-6.2453260469946805
206,Collins Avenue West,53.3835460890355,-6.24747670792423
207,Larkhill Road,53.38482163073879,-6.24987478276797
208,Glendun Road,53.386653930318396,-6.24795040815751
209,Larkhill Road,53.3872711105316,-6.24591044728037
210,Crestfield Road,53.387594081275395,-6.24831772849051
211,Collins Avenue,53.3842808561657,-6.24916033059412
212,Whitehall,53.3831956351303,-6.24625839753317
213,Iveragh Road,53.381449544026005,-6.24487202356891
214,Highfield Hospital,53.3794084835756,-6.24665455182551
215,Collins Avenue,53.3818722870075,-6.242449429229441
216,Beaumont Road,53.3823308174863,-6.238191319693319
217,Grace Park Court,53.3843236218457,-6.23680112220441
218,Shantalla Road,53.3859238989727,-6.233788324110839
220,Swords Road,53.387940539658096,-6.24498084117378
233,Beaumont Road,53.3858213105816,-6.23353699415897
234,Beaumont Grove,53.3849504827269,-6.23482084271798
235,Collinswood,53.383296613184605,-6.237249456510531
236,Yellow Road,53.382024743098405,-6.2381588600378
237,Collins Avenue,53.3820319328845,-6.2435251997587
242,Coolgreena Road,53.385654898569896,-6.23201042764994
243,Lady of Mercy,53.385780060841704,-6.229539674546929
244,Skelly's Lane,53.3849982136881,-6.22349851566411
245,Whitethorn Crescent,53.3844722444229,-6.219566606046059
246,Artane Castle,53.3851504766498,-6.216230877169889
247,Ardlea Road,53.386976161061796,-6.21450075590271
248,Maryfield Drive,53.3855645601755,-6.21446963135779
249,Artane Castle,53.3849335491817,-6.216149744963889
250,Skelly's Lane,53.384419449981394,-6.220245316101299
251,Elmount Crescent,53.3848322787477,-6.223219786333059
252,Lady of Mercy,53.3855680158399,-6.22796991791535
253,Beaumont Hospital,53.389945950738706,-6.2243900468539906
254,Beaumont Hospital,53.3902652984461,-6.22410611366832
255,Coolgreena Road,53.3855938804217,-6.23153187241737
261,Parnell Square East,53.3540562845357,-6.262853361222219
262,Parnell Square East,53.35394696104179,-6.26275264892104
263,Parnell Square East,53.353745623497105,-6.26250545398005
264,Parnell Square East,53.3535353026736,-6.26225862681687
265,Parnell Square East,53.3533615685169,-6.262055380704559
270,O'Connell St Upper,53.350623391533205,-6.260424291634281
271,O'Connell St Lower,53.3485963625842,-6.25948541997207
272,O'Connell St Upper,53.3514644798942,-6.260780605732889
273,O'Connell Bridge,53.3472474159548,-6.25881940153953
274,O'Connell St Upper,53.350349083824604,-6.2607208686217
276,River Road,53.3774022009268,-6.33179658312853
277,O'Connell St Upper,53.3508223258205,-6.26050631978687
278,O'Connell St Upper,53.3515608719055,-6.261227335643119
279,O'Connell St Upper,53.350131746411705,-6.26060954701661
281,O'Connell St Upper,53.3513435349612,-6.26111600843156
284,Rathbourne Avenue,53.377282623932,-6.32838928381525
286,Cathal Brugha Street,53.352170843741,-6.25991061099432
288,Irish Life,53.349168812324,-6.25560170347432
289,Abbey St Lower,53.3490351823495,-6.256298123419381
291,Abbey St Lower,53.348950400305206,-6.25664706494075
292,Abbey St Lower,53.349199694764,-6.255254959387059
293,Abbey St Lower,53.3488581695556,-6.25710145511171
297,Eden Quay,53.3481432679383,-6.256770126017081
298,Eden Quay,53.3482006633767,-6.25639226781078
299,Eden Quay,53.34824184744821,-6.256135235663309
300,Liberty Hall,53.348299240860996,-6.255757375774619
301,Eden Quay,53.3479883676024,-6.25662624092321
302,Eden Quay,53.3480380961838,-6.25633882037526
303,Eden Quay,53.34805999809301,-6.25599245267002
307,O'Donovan Road,53.3345770894681,-6.28008746416517
308,Oscar Square,53.336771188956796,-6.2795336569240305
309,Ardee Street,53.3378498917986,-6.2789195881599005
312,Wellington Quay,53.3454764728287,-6.26620615548425
313,Bachelors Walk,53.3469069007469,-6.26197249771067
315,Bachelors Walk,53.3470973047636,-6.2614690836473
317,Westmoreland Street,53.346525944452104,-6.259269366244769
318,Westmoreland Street,53.346417713119294,-6.25924373595412
319,Westmoreland Street,53.3462744267355,-6.25927961394872
320,Westmoreland Street,53.3456456323913,-6.25930523253443
322,Gulliver's Retail Pk,53.404254992466896,-6.265350845321809
325,Aston Quay,53.3466970502557,-6.25990825953705
326,Aston Quay,53.3465535364808,-6.260544947224551
328,Aston Quay,53.34634998364321,-6.2613793338963095
329,Aston Quay,53.346318864463704,-6.2617110397058
333,D'Olier Street,53.34669223659329,-6.25834636399192
334,D'Olier Street,53.346581156207506,-6.25812559112211
335,D'Olier Street,53.3463614054442,-6.25784917048533
336,D'Olier Street,53.3462516394318,-6.25771846673942
340,Townsend Street,53.3460128066393,-6.25613609916839
342,College Street,53.3455641183199,-6.256800260758129
345,Pearse St Garda Stn,53.3454758154714,-6.25629319407125
346,Pearse St Garda Stn,53.3455443981674,-6.2566809076364995
350,Prince's St South,53.34563194158421,-6.24976824959419
351,Erne Street,53.3434182647933,-6.24530817378356
352,Pearse Square,53.342989145805596,-6.242412139989849
353,Grand Canal Quay,53.3426158463834,-6.23964903171018
354,Ringsend Road,53.34223582802,-6.23643568982665
355,Ringsend Garage,53.341817347783795,-6.233058790692941
356,Ringsend,53.3419030234443,-6.22671744313459
357,Irishtown Road,53.3391710439696,-6.2231214748985195
371,Irishtown Road,53.338612780739496,-6.223054582534161
372,Star of the Sea,53.335488146952706,-6.219655671448951
373,Farney Park,53.3342753312741,-6.217889272596481
374,Sandymount,53.3332284399034,-6.216401342119171
375,Dromard Terrace,53.3340611346546,-6.21438451306244
376,Lea Road,53.3307125262278,-6.20925426461614
377,Gilford Road,53.328728929233506,-6.2088418953406705
378,Sandymount Tower,53.3256502919051,-6.2073344720141606
380,St John's Road,53.3247260855166,-6.20923477230433
381,St John's Church,53.3243237661094,-6.21237419337661
382,St John's Road,53.3250628541644,-6.20771940485297
383,Gilford Road,53.3286049757757,-6.20896719963214
384,Lea Road,53.331633952394895,-6.2101616048599
385,Newgrove Avenue,53.33235102312079,-6.211227687939969
387,Sandymount,53.332499510202105,-6.21574105767743
388,Farney Park,53.3345088619679,-6.218480172552071
389,Star of the Sea,53.335290081799,-6.21963388936857
390,Tritonville Road,53.337629913787296,-6.2222394793376505
391,Bath Street,53.340063855474995,-6.2239253518331905
392,Ringsend,53.341733631169205,-6.22741532105916
393,Tritonville Road,53.33690388771971,-6.222374796852571
395,Ringsend Road,53.341940053567804,-6.2352764544162795
396,Grand Canal Quay,53.3424615903765,-6.239550255947879
397,Pearse Square,53.342785555443,-6.242015007307559
398,Erne Street,53.343294935038394,-6.24547844686784
399,Pearse Station,53.34386682210871,-6.248308601432201
400,Shaw Street,53.344846483913,-6.25320984701663
404,Nassau Street,53.34266333251289,-6.256347892394249
405,Nassau Street,53.342481689184,-6.2556043726642505
406,Nassau Street,53.3426061451661,-6.2561249457825605
407,Custom House,53.3483795866704,-6.253876505995059
408,Merrion Sq North,53.34097078262629,-6.250019239576369
409,Holles Street,53.3401367313194,-6.247695595569709
410,Mount Street Lower,53.338813450866006,-6.24389039032323
411,Mount Street Bridge,53.338117119223696,-6.24177155350135
412,Haddington Road,53.3352555102392,-6.237279319056151
413,Lansdowne Park,53.3340941933076,-6.236546394051469
414,Lansdowne Road,53.3315738058974,-6.23447321695269
415,American Embassy,53.3303378154095,-6.23294774966432
416,RDS Ballsbridge,53.328639920120104,-6.22936956914697
417,Merrion Road,53.32769958565329,-6.22597042048849
418,British Embassy,53.325719810514094,-6.223395297526129
419,Shrewsbury Park,53.323995105844496,-6.22044950312346
420,Merlyn Road,53.321910801291295,-6.217503921727429
421,Merrion View Avenue,53.32000517942429,-6.214491120422361
422,St Vincent's Hosp,53.318064191865794,-6.21032428070776
423,Herbert Avenue,53.317148504137,-6.20740565828112
424,Merrion Gates,53.3153943802017,-6.20372686621338
476,Merrion Gates,53.315751526373504,-6.2047625227325796
477,Herbert Avenue,53.31686305468511,-6.2069523200932695
478,St Vincent's Hosp,53.318114298918296,-6.21126782530883
479,Merrion Centre,53.319143967623795,-6.21340128669965
480,Netherlands Embassy,53.32084997999001,-6.216287205367651
481,Wanderers FC,53.3223446397574,-6.21826644297952
482,Shrewsbury Road,53.3247277780876,-6.22196529496766
483,British Embassy,53.3259441074967,-6.223971480523231
485,RDS Ballsbridge,53.3282515101299,-6.22863497077614
487,American Embassy,53.3308552893834,-6.2339023083720395
488,Lansdowne Park,53.333098554631995,-6.236076947011019
489,St Mary's Rd South,53.334942003147795,-6.237352312656149
490,Haddington Road,53.336573841915396,-6.23890680600162
491,Mount Street Bridge,53.33781405351171,-6.24133351088669
492,Mount Street Lower,53.3385846851446,-6.24361446215904
493,Holles Street,53.3398534163799,-6.24737682273893
494,Clare Street,53.341435583359,-6.25168225233912
495,Pearse Station,53.3435913198155,-6.24974670516899
496,Busáras,53.3494968761366,-6.2522235786816
497,Connolly,53.3505260754016,-6.25069434322377
499,Summerhill Parade,53.357450338618605,-6.249088626862191
500,Ballybough Road,53.359036076320294,-6.246289155281779
501,Clonliffe Avenue,53.3607056846908,-6.24369637425139
509,Ballybough Road,53.360601349361495,-6.24332503950189
510,Charleville Avenue,53.3591893775426,-6.245711927237361
511,Summerhill Parade,53.3575155897157,-6.248635233370191
513,Rutland Street,53.35521196298411,-6.25397276810393
515,Portland Row,53.3535348728268,-6.24809240079494
516,North Strand Road,53.3556839194156,-6.24570568436261
518,Waterloo Avenue,53.358904162431,-6.24099094394505
519,North Strand Road,53.3603387601192,-6.239534528658919
521,Annesley Bridge Road,53.3616370470509,-6.237978460685481
522,Fairview,53.3632889490314,-6.23541597469792
523,Marino College,53.36428545371471,-6.23169333166141
525,Howth Road,53.364960873513695,-6.226330911163111
526,Copeland Grove,53.366869572150705,-6.22111227858026
527,St Lawrence Road,53.3680198762304,-6.21267888054439
528,Castle Grove,53.3692640807,-6.20993674463172
529,Collins Avenue,53.3705774149481,-6.20761234516723
530,Killester,53.3712245323475,-6.20402332968275
531,The Demesne,53.3732509125134,-6.20130788472607
532,The Meadows,53.375802080406196,-6.19347468575645
533,Ennafort Park,53.3775832778058,-6.18705613952435
534,Cill Eanna,53.3787502415627,-6.1816402899894
535,Raheny,53.3802570730373,-6.177306957113661
536,Raheny Library,53.380423756711,-6.17351172677598
537,Avondale Park,53.3799012003082,-6.168152634977179
538,Maywood,53.3801380645897,-6.164264183188469
539,Foxfield,53.380673661813,-6.159355641537499
540,Blackbanks Coast,53.3813362763715,-6.15511794353322
541,James Larkin Road,53.381872707753296,-6.152028068446571
542,Blackbanks,53.3836619200484,-6.1462679499289905
591,Kilbarrack Road,53.3841675899819,-6.1446824866416
592,James Larkin Road,53.3827330098133,-6.14838287246937
593,Blackbanks,53.3818486949724,-6.151638257164099
594,Howth Road,53.38116336556029,-6.155561362132549
595,Foxfield,53.3805999504448,-6.15923856299824
596,The Old Shieling,53.38025284332729,-6.16179397207683
597,Maywood,53.379898135843604,-6.165612355367269
598,Avondale Park,53.379846629562905,-6.1692823774202505
599,Raheny Library,53.380300318921,-6.17308107835297
600,Raheny,53.3802479252415,-6.1761198105253206
601,Cill Eanna,53.3792234833207,-6.17966599663786
602,Wade's Avenue,53.3781425247933,-6.1830490710098305
603,Ennafort Park,53.3773821590119,-6.18742542966489
604,Ennafort Road,53.3763546440125,-6.190790859734401
605,The Meadows,53.3756666621091,-6.193435326606389
606,St Bridgets Church,53.3747089784039,-6.19786466034232
607,The Demense,53.3725157799941,-6.2020302137195005
608,Killester,53.371078384466294,-6.204465314765559
609,Castle Grove,53.3698375440806,-6.2086202564896205
610,Ashbrook,53.3683623013095,-6.211537455274321
611,Hollybrook Park,53.3667546791219,-6.2188329221112895
612,Copeland Avenue,53.3657562265207,-6.22420912998324
613,Marino Crescent Park,53.364617470991895,-6.226810998384559
614,Fairview,53.3636380024156,-6.23349323029591
615,Annesley Bridge,53.3619064164568,-6.23735129893029
616,Nth Strand Fire Stn,53.35984471380571,-6.23955489630255
617,Strandville Avenue,53.3578945210736,-6.24200909637442
618,Newcomen Bridge,53.35610117796929,-6.244742067603201
619,Amiens Street,53.354044625043,-6.24730533351979
620,Talbot Street,53.350961094443704,-6.252779556903441
621,Talbot Street,53.350517775917595,-6.25626764847559
624,Ribh Road,53.38018530713321,-6.18912523804644
625,Lein Gardens,53.3817875653858,-6.18632129728294
626,Edenmore Green,53.3844945184184,-6.184056419159
627,Edenmore Green,53.38540701702029,-6.18200303261629
628,Edenmore Grove,53.3869549963236,-6.1839065792035495
629,Edenmore Drive,53.3865279695261,-6.18596942471487
630,Springdale Road,53.3872439958543,-6.1893217522728206
633,Tonlegee Drive,53.3896443404853,-6.18935518044474
634,Tonlegee Avenue,53.3902751966557,-6.184141109209981
635,Glenwood Road,53.3890225360691,-6.18392380127641
636,Glenfarne Road,53.3888586595197,-6.18674234809091
637,Springdale Road,53.3877918262056,-6.18988485424514
638,Edenmore Avenue,53.3867623213274,-6.18837999607747
639,Edenmore Park,53.3863330185355,-6.1867444607558895
640,Edenmore Grove,53.3867053852028,-6.18345113980018
641,Edenmore Green,53.38582638284839,-6.182391081461871
642,Edenmore Green,53.3847318483083,-6.18311422897609
643,St Josephs Hospital,53.3835661358844,-6.183885468341019
644,Lein Park,53.3823625142349,-6.185710576646089
645,Ribh Road,53.3801688019276,-6.188629880486209
649,All Saints Road,53.3762836659138,-6.18966656708737
650,Sybil Hill Avenue,53.37540285373711,-6.185525483233781
651,All Saints Park,53.37547945077479,-6.17993090906123
653,Raheny,53.3794630466278,-6.1753416389621405
654,Watermill Road,53.379210075801296,-6.177020980830701
655,Watermill Drive,53.377738671387995,-6.1754304023287405
656,St Anne's Avenue,53.3764702007995,-6.17770919175959
657,All Saints Park,53.3755453978811,-6.17895111704471
658,All Saints Road,53.374980048484794,-6.18313861991678
659,Sybil Hill Avenue,53.375237440683605,-6.185878213489831
664,Donnycarney Church,53.3747192481277,-6.21950756213928
665,Casino Park,53.3724663177962,-6.22212646122617
666,Mount Temple School,53.370233124124205,-6.22426334784648
667,Brian Road,53.3679816454687,-6.226986846511361
668,Marino Crescent Park,53.3645749808616,-6.2293973168947
669,Malahide Road,53.3663170047536,-6.2286789053178
670,Mount Temple School,53.3689561148113,-6.226029663892049
671,Nazareth House,53.370716841971294,-6.224153053155121
672,Donnycarney Road,53.37346635003139,-6.22107782075331
675,Buckingham St Lower,53.352858137718705,-6.248525759477019
709,St Brigid's Church,53.375038059853495,-6.19703913201497
722,Raheny Station,53.3811136996541,-6.17572202474458
723,Raheny Road,53.384151788006804,-6.17572742205121
724,Grange Park Road,53.386955462943405,-6.174510011408991
725,Ardscoil La Salle,53.3895723720669,-6.1704888112674805
726,Grange Road,53.39174835142529,-6.16761378066958
727,Ardara Avenue,53.393704851866595,-6.16683802482064
728,Holy Trinity Church,53.395316210686204,-6.163490594723691
729,Holy Trinity NS,53.3965584588012,-6.16244459517583
730,Grangemore Road,53.398166697731895,-6.16181886879412
738,Grange Road,53.3976003550339,-6.16181320548635
739,Holy Trinity Church,53.3951450858632,-6.16346788917255
740,Ardara Avenue,53.393141277624906,-6.16701261526435
741,St Donagh's Road,53.39190772522429,-6.16745657119044
742,Raheny Road,53.3898234138486,-6.16986158795105
743,Woodbine Park,53.388024863805796,-6.17273523820554
744,Belmont Park,53.385092198803996,-6.1749204843706
745,Raheny Station,53.3813435656084,-6.17547167673021
746,Kildare Street,53.3401536166397,-6.255594281533459
747,Kildare Street,53.339930803028004,-6.255723518735921
748,Huguenot Cemetery,53.338509534397105,-6.25503066600713
749,Baggot St Lower,53.33762070095321,-6.25080214718473
750,Fitzwilliam Street,53.3365710800776,-6.24848750327109
751,Herbert Street,53.335320547927296,-6.246571635527509
752,Baggot St Upper,53.333671654235296,-6.24446202003109
753,Waterloo Road,53.332453390271795,-6.24352105457139
754,Burlington Road,53.330783782374,-6.24428032727376
755,Wellington Lane,53.328828045698096,-6.24514136798765
756,Royal Hospital,53.3263997617809,-6.24259874670305
757,Donnybrook Village,53.324081337159,-6.239586509859331
758,Victoria Avenue,53.32268694295529,-6.237677380431499
759,Donnybrook Stadium,53.320348850844795,-6.2333455168372796
760,Donnybrook Church,53.318330187289,-6.23056195593035
761,Teresian School,53.3161004007996,-6.22748721370695
762,RTE,53.3145170648506,-6.224370944064879
763,Belfield Court,53.3123201447844,-6.2211003190802
769,Belfield Court,53.311901092317804,-6.22132785711797
770,RTE,53.314636187562506,-6.22573181130967
771,Teresian School,53.315880069244,-6.227781522427981
772,Donnybrook Garage,53.318485257456395,-6.23132106360088
773,Donnybrook Road,53.3199163484799,-6.23327331931076
774,Donnybrook Garda Stn,53.3216121235643,-6.235499996419691
775,Donnybrook Village,53.3234897098062,-6.23908544721608
776,Morehampton Terrace,53.3254792402838,-6.241735821060701
777,Royal Hospital,53.3269721601116,-6.24362614364866
779,Waterloo Road,53.3286887363318,-6.24544736264849
780,Burlington Road,53.3310633511706,-6.244343918212019
781,Baggot Street,53.3326262714266,-6.24366410261758
782,Baggot St Upper,53.3335838144594,-6.24460076754328
783,Baggot St Lower,53.3353085373768,-6.246977563969799
784,Fitzwilliam Street,53.3364567280923,-6.2486573714650895
785,Pembroke St Lower,53.3371058976042,-6.25185937348658
786,Embassy of Malta,53.3351467148295,-6.2561740357725295
790,Stephen's Green Nth,53.3392943719705,-6.2583024730144
791,Stephen's Green Nth,53.3388796212347,-6.2569828304902195
792,Dawson Street,53.34044898815289,-6.2585858084511505
793,Dawson Street,53.340859786031196,-6.25840386924726
795,Berkeley Road,53.3587400433,-6.26972427815321
796,Berkeley Road,53.3600182144458,-6.26985278581187
797,Phibsborough PO,53.3607260028228,-6.2746621647210095
798,Rathdown Road,53.35947663614451,-6.27964070094012
799,Charleville Road,53.358868710012295,-6.28173855104542
800,Annamore Parade,53.358065151525295,-6.284610428948059
801,Annamore Road,53.3574704998135,-6.28763908243526
802,Drumalee,53.356498322495,-6.29129872279029
803,Oxmantown Road,53.3547130307126,-6.2940442138599595
804,O'Devaney Gardens,53.3536849851876,-6.295692680533481
807,Phoenix Park,53.3515565121175,-6.297700386084469
808,North Circular Road,53.353994669521704,-6.29534982649483
809,Marlborough Road,53.35526073980721,-6.293376346249469
810,Ellesmere Avenue,53.357099860159295,-6.28999764127668
811,Annamore Road,53.3575671567889,-6.2874849681966305
812,Annamore Parade,53.3582663606545,-6.2842267437379595
813,Charleville Road,53.35919004609939,-6.28095937438318
814,St Peter's Church,53.36054001513929,-6.2760970492999
817,Mater Hospital,53.3596462179702,-6.269612438447651
818,O'Connell Avenue,53.3584811208105,-6.26922394483129
819,Blessington Street,53.3563040208513,-6.26599198569768
820,Carnlough Road,53.36196779514621,-6.2935139795842305
821,Drumcliffe Road,53.364551903506495,-6.293831436354379
822,Mulroy Road,53.3671206776284,-6.291820321104269
823,Kilkieran Road,53.3682351539515,-6.29118965054409
824,Bannow Road,53.369747851895596,-6.2932630949611505
825,St Finbar's Road,53.370429439934505,-6.29693282591368
826,Carnlough Road,53.3712178543801,-6.301169507559139
827,Ventry Park,53.3712939490676,-6.30399186938362
828,Broombridge Station,53.3710448241129,-6.29974867792338
829,St Finbar's Road,53.3703968945613,-6.29591219523139
830,Bannow Road,53.3696243716589,-6.2921709801525
831,Mulroy Road,53.3676619691102,-6.291332812909009
832,Drumcliffe Road,53.363629454606105,-6.2940636348917005
833,Swilly Road,53.3617761473218,-6.293311283839639
